InvoiceNo,TotalAmount
544789,499.69999999999993
544790,757.6800000000001
544791,322.23999999999995
544792,1329.36
544793,218.88
544794,385.46000000000004
544795,432.2900000000001
544796,497.59000000000003
544797,158.4
544798,187.65000000000003
544799,131.72
544800,299.95
544801,310.08
544802,376.73999999999995
544803,114.07
544804,346.28000000000003
544805,101.69999999999999
544806,317.73
544807,229.5
544808,171.85
544809,8.5
544810,635.41
544811,388.3
544812,1806.73
544813,104.95
544815,224.91
544816,485.03999999999996
544817,344.0
544818,95.75999999999999
544819,69.59
544820,9.95
544821,109.0
544822,291.0
544823,900.02
544824,2639.38
544825,305.7
544826,18.75
544832,0.0
544833,769.24
544834,0.0
544835,188.5
544836,310.71000000000004
544837,161.41000000000003
544838,145.92000000000002
544839,596.79
544846,169.33
544847,101.19
544885,339.4
544886,205.15999999999997
544887,504.56
544888,308.95
544892,77.95
544893,596.24
544894,553.7600000000001
544895,214.71000000000004
544896,25.5
544898,129.2
544899,190.93000000000004
544900,295.15000000000003
544903,405.0300000000001
544904,311.24999999999994
544905,116.19999999999999
544906,528.3199999999999
544907,462.95000000000005
544908,363.65
544909,1991.26
544910,584.32
544911,392.12000000000006
544912,303.22
544913,127.86
544914,314.36
544915,179.04
544916,132.17000000000002
544917,296.25
544918,836.24
544919,147.3
544920,736.95
544921,400.80000000000007
544922,180.67999999999998
544923,79.2
544924,246.32000000000002
544925,234.0
544926,105.20000000000002
544927,0.85
544928,1336.1
544929,310.92
544930,198.51
544931,1340.32
544932,307.2
544933,1012.8199999999999
544934,389.5
544935,544.03
544936,1295.3999999999999
544937,351.55999999999995
544938,186.95
544939,141.79999999999998
544940,455.2799999999999
544941,169.94
544942,365.09999999999997
544943,929.22
544944,292.40000000000003
544945,847.3800000000001
544968,676.9200000000001
544969,299.79999999999995
544970,812.7000000000002
544996,287.58
544998,297.64
544999,381.6
545000,234.15
545001,317.38000000000005
545002,278.28000000000003
545004,741.26
545011,43.650000000000006
545012,20.4
545013,467.52
545014,502.85
545015,176.05000000000004
545016,68.4
545017,189.89999999999998
545018,302.86000000000007
545019,759.0799999999999
545020,74.6
545021,371.39000000000004
545022,522.75
545023,678.1500000000001
545024,304.73
545025,545.87
545026,247.8
545027,1180.5000000000002
545028,264.7
545029,69.0
545030,532.72
545031,401.37000000000006
545032,476.8
545034,179.35
545035,430.26
545036,169.14999999999998
545037,386.90000000000003
545038,67.23
545039,373.65000000000003
545041,524.95
545042,845.1
545043,202.09999999999994
545044,333.92
545045,644.75
545046,145.05
545047,182.8
545048,180.65
545049,109.85
545050,375.1699999999999
545051,110.6
545052,333.48
545053,321.23
545054,402.47
545055,6.6
545056,486.6500000000001
545057,299.14000000000004
545058,317.86999999999995
545059,277.17
545060,406.73999999999995
545061,14.95
545062,275.24999999999994
545063,134.72000000000003
545064,154.5
545065,412.54999999999995
545066,239.17
545067,258.4
545069,240.6
545070,240.0
545071,222.29
545072,549.26
545073,626.65
545074,306.70000000000005
545075,319.9
545076,147.9
545077,10.08
545078,899.9599999999998
545079,102.89999999999999
545080,301.90999999999997
545081,683.98
545082,421.59999999999997
545083,103.65
545084,441.92
545085,928.0799999999999
545086,353.43
545087,513.45
545103,11.9
545105,720.86
545127,0.0
545135,0.0
545140,149.95
545148,308.44000000000005
545149,251.9
545150,736.6999999999999
545151,50.76
545152,306.84000000000003
545153,203.35000000000002
545154,425.5
545155,122.0
545156,209.32000000000002
545157,205.38000000000002
545158,584.3499999999999
545159,13.05
545160,48.0
545161,195.00000000000003
545162,480.90000000000003
545163,216.04999999999995
545164,173.7
545165,109.95000000000002
545166,239.13000000000002
545170,170.04999999999995
545176,764.12
545180,200.72000000000003
545181,176.5
545182,154.99
545183,314.9
545184,249.57
545185,79.2
545186,229.89999999999995
545187,109.8
545188,598.96
545190,242.95000000000005
545191,240.25
545213,190.7
545214,158.68
545215,1995.3700000000001
545216,1520.38
545217,1420.78
545218,463.41
545219,0.0
545220,235.35
545221,521.1
545222,200.10000000000002
545223,34.0
545224,182.7
545225,161.8
545226,1943.4000000000003
545227,2474.62
545228,79.2
545229,54.300000000000004
545230,55.36
545231,307.61999999999995
545232,897.7999999999998
545233,72.12000000000002
545234,256.85
545235,352.2
545236,0.0
545237,133.25
545238,395.33
545276,110.75
545279,122.5
545287,117.0
545288,1390.0600000000002
545289,470.88
545290,210.29999999999998
545294,313.58000000000004
545295,762.5
545299,4.95
545300,323.15999999999997
545301,794.06
545302,297.15999999999997
545303,204.5
545304,498.15
545305,317.15
545306,13.2
545308,133.10999999999999
545309,138.15
545310,17.67
545311,155.0
545312,186.32999999999996
545313,242.03
545314,559.12
545315,231.06
545316,116.79
545317,580.41
545318,556.3199999999999
545319,412.32
545320,2541.1499999999996
545321,310.78000000000003
545322,580.57
545323,144.35
545324,268.59999999999997
545325,329.34000000000003
545326,34.75
545327,417.20000000000005
545328,119.65
545331,2.5
545332,840.3
545333,1734.52
545334,272.05
545336,551.2
545337,234.34999999999997
545338,338.34000000000003
545339,463.0
545340,1375.24
545341,1642.5
545342,194.55
545343,162.3
545344,312.18
545345,382.09999999999997
545346,312.38
545347,76.32000000000001
545348,134.97
545349,172.6
545377,122.07
545398,1463.4700000000003
545399,828.84
545400,501.99000000000007
545401,0.0
545402,0.0
545408,848.0499999999998
545410,615.3299999999999
545411,388.3
545412,597.81
545413,255.0
545414,838.8000000000001
545415,453.78999999999996
545416,603.1699999999998
545417,576.0
545418,85.0
545419,374.63999999999993
545423,337.1
545424,3.8
545425,100.43
545426,276.65999999999997
545427,9.95
545428,430.5
545429,150.82999999999998
545430,306.7
545431,374.0
545433,207.50000000000003
545435,183.00000000000003
545441,108.32
545445,779.9200000000001
545447,1193.8799999999999
545448,15.299999999999999
545459,151.07
545460,281.42999999999995
545461,401.45000000000005
545462,535.3799999999999
545463,96.75
545464,1749.57
545465,114.84
545466,1396.0
545467,105.44999999999999
545468,436.68
545469,345.84999999999997
545470,137.1
545471,306.94
545474,1120.5300000000002
545475,16726.84
545477,134.5
545503,183.65
545505,482.81000000000006
545512,124.68
545514,222.64999999999998
545515,534.76
545517,38.4
545518,309.38
545519,348.2000000000001
545521,76.1
545522,303.03000000000003
545523,210.04999999999998
545524,191.95000000000002
545526,225.9
545530,2114.71
545533,475.44
545534,222.3
545535,73.92
545536,409.99999999999994
545543,727.5999999999999
545544,294.33
545545,187.10999999999996
545546,0.0
545547,0.0
545548,0.0
545549,0.0
545550,148.49
545551,0.0
545552,0.0
545553,0.0
545554,0.0
545555,137.62
545557,249.84
545558,485.78000000000003
545559,288.4699999999999
545560,0.0
545561,0.0
545562,0.0
545563,0.0
545564,0.0
545565,0.0
545566,0.0
545567,0.0
545568,1799.38
545570,166.04
545571,602.6099999999999
545573,124.10000000000001
545574,122.7
545575,515.38
545576,99.75
545577,161.5
545578,137.49
545579,387.31
545580,378.21000000000004
545581,733.78
545582,3547.34
545583,317.25
545584,7.95
545585,312.4
545586,44.85
545587,282.74
545588,222.99
545589,333.2
545590,316.11000000000007
545591,356.9
545592,369.94999999999993
545593,102.4
545595,167.90999999999997
545596,265.0
545597,50.150000000000006
545598,0.0
545599,0.0
545600,0.0
545601,152.0
545602,109.16
545603,38.1
545630,332.40000000000003
545634,308.18
545635,240.68
545636,416.68999999999994
545637,292.03
545638,235.91000000000003
545644,1920.48
545645,17.549999999999997
545646,38.0
545647,159.4
545648,96.8
545649,119.31000000000003
545651,0.0
545652,50.8
545653,935.5400000000001
545654,345.67999999999995
545655,99.59000000000002
545656,99.0
545657,877.31
545658,311.94000000000005
545659,45.0
545660,310.77
545661,829.8499999999999
545662,208.20000000000002
545663,162.07999999999998
545664,463.63000000000005
545665,164.39999999999998
545666,0.0
545667,1397.75
545668,532.13
545669,186.9
545670,292.75
545675,15.0
545676,246.76000000000002
545680,346.1
545681,655.0300000000001
545682,253.79000000000002
545683,533.1800000000001
545684,279.8
545685,126.01999999999998
545686,137.9
545687,508.45
545688,635.17
545690,427.03
545691,263.03999999999996
545692,510.69999999999993
545693,796.8599999999999
545694,120.0
545695,841.3699999999999
545696,229.99999999999997
545697,147.23
545698,225.14
545699,220.76999999999998
545700,166.45
545701,1695.21
545702,136.76999999999998
545703,7.95
545704,215.55
545705,217.2
545706,219.3
545707,673.9
545708,142.28
545709,282.65999999999997
545710,90.6
545711,159.3
545712,180.6
545713,5307.65
545714,504.4599999999999
545715,786.2300000000001
545716,912.6899999999999
545717,638.94
545718,315.59999999999997
545719,1656.1500000000003
545721,608.45
545722,475.20000000000005
545725,162.85
545738,75.6
545748,1588.6799999999998
545752,431.28
545759,806.0500000000001
545764,294.1700000000001
545790,17.0
545797,326.9100000000001
545812,638.65
545815,328.8
545819,102.00000000000001
545820,40.2
545821,591.02
545822,17.9
545826,318.24
545827,24.45
545830,455.04
545832,17.9
545835,117.55000000000001
545838,106.36999999999999
545842,557.0000000000001
545845,16.05
545851,108.98
545853,162.70000000000005
545854,580.79
545855,246.3
545856,89.70000000000002
545857,0.0
545858,24.0
545859,593.9200000000001
545865,2597.4
545868,145.70000000000002
545869,196.45
545870,15.299999999999999
545871,134.9
545872,381.75
545873,110.19999999999999
545874,79.4
545875,0.0
545883,147.95
545888,416.22
545889,45.0
545890,92.80000000000001
545894,211.35999999999999
545895,2092.3300000000004
545896,61.58999999999999
545897,1762.2199999999998
545898,88.05000000000001
545899,74.7
545900,195.0
545901,1031.37
545902,250.0
545904,126.65
545905,197.00000000000006
545906,1120.9299999999998
545907,300.36
545908,461.2499999999999
545909,639.64
545910,237.36
545911,181.44
545912,325.1
545913,431.58000000000004
545914,3678.03
545915,329.08000000000004
545916,278.13
545918,391.52000000000004
545928,357.18
545933,496.0
545937,1570.19
545945,122.61000000000001
545978,678.7599999999999
545979,111.0
545980,277.17
545987,105.53999999999999
545988,301.40000000000003
545989,301.4
545990,0.0
545991,896.71
545992,123.35
545993,421.09000000000003
545994,305.1
545995,767.8399999999999
545996,983.16
545998,987.7000000000002
545999,1195.95
546000,72.0
546001,329.35999999999996
546002,2.55
546003,370.7699999999999
546004,2.55
546005,794.41
546006,108.5
546007,1273.2600000000002
546008,1572.6499999999999
546009,328.37
546010,0.0
546011,367.20000000000005
546013,238.01000000000002
546014,8.5
546015,534.4200000000002
546016,0.0
546017,339.35999999999996
546018,0.0
546019,39.489999999999995
546020,0.0
546021,0.0
546023,0.0
546024,0.0
546025,0.0
546026,0.0
546027,444.8
546028,924.5400000000001
546029,17.700000000000003
546030,118.5
546031,201.5
546032,85.15
546033,15.9
546034,309.64000000000004
546035,229.8
546036,240.10000000000002
546037,247.4
546038,588.6699999999998
546062,148.63
546067,2099.7
546079,188.25
546082,221.4
546083,38.98
546084,617.0999999999999
546085,0.0
546087,84.36
546088,298.0
546089,208.41
546090,660.3400000000001
546091,1576.3600000000001
546092,380.5
546096,1711.0600000000004
546100,342.58
546101,188.64000000000004
546102,17.700000000000003
546103,304.5
546104,98.7
546105,268.51
546107,233.17000000000002
546108,382.86
546109,33.9
546110,261.6
546111,122.54
546112,330.0
546113,146.18
546114,0.0
546115,371.84
546116,764.5799999999999
546117,704.33
546118,846.45
546119,308.98
546120,79.92
546121,155.45000000000002
546122,91.53999999999999
546123,264.27
546124,0.0
546126,0.0
546127,411.17999999999995
546129,0.0
546130,0.0
546132,358.5
546133,984.8800000000001
546134,439.28
546135,210.89999999999998
546136,1659.07
546137,0.0
546138,0.0
546139,0.0
546140,0.0
546141,0.0
546142,0.0
546145,0.0
546146,0.0
546147,0.0
546148,0.0
546149,0.0
546150,0.0
546151,0.0
546152,0.0
546153,337.5
546154,500.0
546155,394.63
546156,232.6
546157,74.56
546158,298.5
546159,223.95
546160,3277.24
546161,122.39999999999999
546163,146.23000000000002
546164,547.35
546165,312.8
546166,270.4
546169,660.0
546171,130.56
546172,585.3199999999999
546182,366.53
546189,300.54
546190,199.2
546212,3500.5000000000005
546213,1614.6
546215,124.95000000000002
546216,853.4800000000001
546218,144.9
546220,541.0999999999999
546223,462.28
546230,397.55
546235,115.57000000000001
546236,938.39
546237,333.08
546239,185.15
546240,0.0
546242,360.78
546243,310.46999999999997
546244,0.0
546245,0.0
546246,789.9000000000001
546247,101.33999999999999
546248,214.49999999999997
546249,99.95
546250,282.92999999999995
546251,576.0999999999999
546252,1104.1299999999997
546253,130.26000000000002
546254,268.58
546255,245.51999999999998
546261,139.79
546263,461.6
546275,209.94
546279,4.25
546293,67.8
546301,93.18
546303,8.62
546304,117.11
546305,232.42999999999998
546306,1587.23
546307,0.0
546308,0.0
546309,0.0
546310,330.59999999999997
546311,7.9
546312,16.95
546314,166.5
546315,365.17999999999995
546316,182.7
546317,314.96000000000004
546318,254.99999999999997
546319,345.59999999999997
546321,309.99999999999994
546322,191.4
546324,307.44
546326,583.3
546328,1687.17
546329,1687.17
546330,141.45
546331,57.45
546364,190.51999999999995
546365,987.4200000000001
546366,106.11
546367,1726.6
546368,280.66999999999996
546369,67.5
546372,349.20000000000005
546373,712.8499999999999
546374,10.0
546375,0.0
546376,311.06999999999994
546377,121.17000000000002
546378,578.02
546379,0.0
546380,13.0
546381,19.74
546382,227.77999999999997
546383,312.93
546384,826.07
546385,1588.16
546386,157.65000000000003
546387,572.8
546388,2676.13
546389,751.9000000000001
546390,14.399999999999999
546391,103.65
546392,202.82
546393,1.95
546394,627.1299999999999
546396,108.21
546397,153.75000000000003
546398,516.4200000000001
546399,231.3
546401,21.9
546402,156.6
546403,572.8
546404,127.2
546405,198.6
546406,1429.9099999999999
546407,0.0
546408,0.0
546409,0.0
546411,1919.0400000000002
546412,70.28999999999999
546413,3.0999999999999996
546414,183.25
546415,488.05999999999995
546417,629.25
546418,109.58000000000001
546419,157.56
546420,129.46
546421,301.04000000000013
546422,288.71
546423,220.47
546424,119.72
546425,263.59
546426,296.88
546427,103.89
546428,343.29
546429,371.37
546430,142.0
546431,414.3
546432,227.0
546433,117.93
546434,357.06999999999994
546435,356.18999999999994
546436,126.70000000000002
546437,371.22999999999996
546438,3840.88
546440,535.02
546441,446.80000000000007
546442,207.3
546443,349.8
546444,7.35
546462,208.79999999999998
546464,734.4399999999999
546465,360.24
546466,370.53000000000003
546479,479.4
546480,295.0
546486,377.88
546498,538.7599999999999
546502,177.58999999999997
546508,184.5
546509,522.5999999999999
546510,175.72
546520,706.6
546521,679.5
546522,373.84000000000003
546523,52.199999999999996
546524,110.84
546525,619.5999999999999
546526,285.0
546527,149.4
546528,2420.95
546530,4400.280000000001
546531,391.8
546532,140.0
546533,140.54
546534,571.06
546537,181.44
546538,582.3499999999999
546539,2.95
546540,512.28
546541,596.05
546542,308.09
546543,174.85999999999999
546544,454.08
546545,118.05000000000001
546549,258.41
546550,6.35
546551,0.0
546552,271.5
546553,158.23000000000002
546554,251.56000000000003
546555,696.8500000000001
546556,309.0200000000001
546558,2583.76
546560,62.5
546561,548.75
546562,317.56000000000006
546563,343.61999999999995
546569,1477.5599999999997
546580,870.5899999999999
546622,108.1
546624,422.53999999999996
546625,170.75
546631,300.0
546632,76.32000000000001
546633,163.2
546634,78.04
546635,221.18999999999997
546636,137.90000000000003
546637,292.3
546638,410.69999999999993
546639,309.34000000000003
546640,238.2
546642,317.78
546643,542.9699999999999
546644,339.34000000000003
546646,138.28
546648,1794.4299999999998
546649,507.30000000000007
546650,431.36
546651,440.9100000000001
546652,664.8399999999999
546653,549.52
546654,503.62999999999994
546655,411.24
546656,662.95
546657,5.1
546658,501.24999999999994
546659,242.4
546660,1041.4499999999998
546661,0.0
546662,95.0
546663,7.12
546665,215.48999999999998
546666,0.0
546667,236.10000000000002
546668,218.1
546669,983.3
546670,610.88
546672,0.0
546673,0.0
546677,363.40000000000003
546678,565.54
546679,283.72999999999996
546681,301.90000000000003
546682,352.59999999999997
546683,248.27
546684,1829.0399999999997
546685,369.9
546686,300.19
546687,422.43
546688,175.3
546689,680.4
546690,148.5
546691,306.64
546724,6.699999999999999
546728,290.0
546729,233.75
546731,961.5600000000001
546732,139.35000000000002
546733,705.6000000000001
546734,705.6000000000001
546736,414.71999999999997
546737,439.03000000000003
546738,853.08
546739,3018.3399999999997
546741,99.0
546742,704.5
546748,370.47999999999996
546749,328.6
546750,15.0
546751,311.66
546752,142.5
546753,309.46
546754,384.0
546755,702.8
546756,0.0
546757,282.3
546759,300.7
546760,516.1500000000001
546761,432.20000000000005
546762,28.18
546763,112.85
546764,300.98
546765,147.71
546766,52.8
546767,77.16
546768,584.76
546769,859.01
546770,115.09
546771,200.69999999999996
546772,152.76
546774,581.8900000000002
546775,152.64000000000001
546776,138.88
546778,625.85
546779,14.850000000000001
546780,3978.9900000000002
546781,473.81999999999994
546782,232.40000000000003
546784,633.1
546785,302.52
546786,239.00000000000003
546787,398.97999999999996
546788,209.84999999999997
546789,10065.0
546790,136.57
546791,665.46
546827,622.5
546828,71.4
546829,62.85
546830,449.87000000000006
546831,606.84
546832,333.74
546837,372.12
546843,592.18
546846,128.49
546847,437.40000000000003
546848,18.15
546849,101.35
546850,653.57
546851,771.02
546852,111.96
546853,73.5
546855,218.83000000000004
546856,372.6399999999999
546857,217.43
546860,316.81999999999994
546861,381.78
546862,914.9299999999998
546863,676.2
546866,232.39
546869,120.33
546871,299.99999999999994
546872,16.0
546873,326.04
546874,251.51999999999998
546875,1017.6800000000001
546876,0.84
546877,142.39999999999998
546878,80.0
546882,401.30999999999995
546883,223.00000000000003
546884,1546.9299999999998
546888,1273.8899999999999
546890,320.42
546891,1464.4299999999998
546892,1191.71
546896,2398.2
546898,8.8
546899,946.2
546900,25.200000000000003
546902,33.2
546908,316.85
546909,220.59999999999997
546910,145.54999999999998
546911,337.71
546912,474.19000000000005
546913,248.29
546914,177.14999999999998
546915,359.73
546916,50.25000000000001
546917,743.7100000000002
546918,309.40000000000003
546919,241.44000000000003
546920,845.32
546921,33.0
546922,904.26
546923,166.8
546924,183.6
546925,464.7
546926,108.5
546927,1175.44
546928,326.49999999999994
546929,555.3
546933,498.79
546944,567.44
546949,43.25
546950,340.75
546951,377.6400000000001
546957,51.449999999999996
546963,302.6
546972,1750.62
546973,461.5199999999999
546974,404.64
546976,651.18
546977,895.1999999999999
546979,752.4300000000002
546980,462.19999999999993
546981,152.55
546982,114.85000000000001
546983,795.7499999999999
546984,265.99999999999994
546985,111.95
546986,780.3500000000001
546988,282.12
546990,530.4
546991,167.42999999999995
546992,4666.44
546993,280.56999999999994
546994,152.64000000000001
546995,141.41
546996,234.24
546998,177.83999999999997
546999,683.4200000000001
547000,323.3
547001,357.12
547002,315.18
547003,118.75
547004,321.75
547005,806.47
547006,10.15
547007,1.25
547009,1.25
547017,113.35
547018,174.6
547019,115.78
547020,368.36
547021,197.72
547022,22.24
547023,833.1
547025,3.75
547026,344.9000000000001
547028,447.5
547029,405.0
547030,371.79999999999995
547032,662.62
547033,168.7
547034,361.4
547035,282.28000000000003
547036,380.4000000000001
547037,1224.6
547038,211.5
547039,96.6
547040,62.7
547041,300.0
547042,1880.1099999999997
547044,225.39999999999998
547045,585.12
547046,146.87
547047,982.08
547048,197.8
547049,330.49999999999994
547050,163.25
547051,138.67999999999998
547052,171.74999999999997
547053,499.84
547055,119.08000000000001
547056,87.8
547057,130.05
547058,693.1800000000002
547059,172.9
547060,135.44
547061,226.29999999999998
547062,224.48999999999998
547063,2449.79
547064,320.62
547065,185.85
547066,562.63
547067,501.24
547068,392.99999999999994
547069,242.0
547070,205.13
547071,239.85
547072,76.72
547073,345.8200000000001
547074,176.33999999999997
547075,986.75
547076,446.15
547077,93.4
547078,350.80000000000007
547079,267.18
547080,113.5
547081,222.9
547082,27.65
547083,247.25000000000003
547084,94.65
547085,124.08000000000001
547086,409.2
547087,316.02
547088,304.90000000000003
547089,160.93
547090,203.39999999999998
547092,226.21
547093,300.52
547094,922.0999999999999
547095,332.6
547096,198.8
547097,259.35
547098,409.09999999999997
547099,158.95000000000002
547100,536.78
547101,585.0
547102,1005.1
547103,527.85
547105,305.52
547106,614.85
547107,174.16000000000003
547108,227.92000000000002
547109,347.35
547114,164.33999999999997
547122,298.11
547134,169.72999999999996
547154,600.0
547165,15.600000000000001
547171,151.45000000000002
547192,95.80000000000001
547194,201.24
547195,788.91
547196,4.63
547197,108.42
547199,131.5
547200,188.72999999999996
547201,489.12
547202,248.2
547203,265.63000000000005
547204,90.80000000000001
547205,313.55
547206,151.89999999999995
547207,15.0
547209,2340.05
547219,431.59999999999997
547220,154.4
547221,200.29
547222,175.1
547223,500.34000000000003
547224,180.89999999999998
547225,7.6499999999999995
547226,110.65
547227,147.6
547233,315.9
547238,35.92
547239,8.4
547240,103.71999999999998
547243,246.91999999999996
547244,131.26
547245,114.56
547246,596.4
547247,440.28999999999996
547248,1891.3899999999999
547249,1656.3000000000004
547250,1940.1299999999999
547251,398.21999999999997
547252,357.58
547253,687.15
547273,448.65000000000003
547324,317.8
547327,523.98
547328,0.0
547329,0.0
547330,0.0
547331,0.0
547332,0.0
547333,0.0
547334,346.70000000000005
547335,0.0
547336,0.0
547337,0.0
547338,0.0
547339,0.0
547340,362.0
547341,0.0
547343,0.0
547344,0.0
547345,0.0
547346,0.0
547347,0.0
547348,0.0
547349,313.77
547350,657.6800000000001
547357,493.10999999999996
547358,918.8299999999999
547359,326.79999999999995
547360,517.5500000000001
547361,365.35999999999996
547362,3221.88
547363,0.0
547364,29.1
547365,235.71
547366,215.05
547367,200.16
547369,0.0
547370,200.51999999999998
547371,314.6
547372,156.29999999999998
547373,450.5
547374,284.22999999999996
547375,512.13
547377,401.34999999999997
547378,905.1000000000001
547379,498.32000000000005
547380,214.28000000000006
547381,201.39
547382,237.07
547383,803.6600000000002
547384,18.0
547385,1194.37
547386,1504.9099999999999
547387,1085.99
547389,292.46999999999997
547390,160.33
547391,70.80000000000001
547393,14.25
547394,0.0
547395,0.0
547396,2162.26
547397,500.94999999999993
547398,540.52
547399,567.69
547400,449.41999999999996
547401,198.01999999999998
547402,0.0
547403,0.0
547404,0.0
547405,114.0
547406,170.94000000000003
547407,21.25
547411,33.9
547412,288.04999999999995
547413,589.4000000000001
547414,216.95
547415,25.5
547416,382.59999999999997
547417,329.56
547418,369.09
547419,1649.58
547420,345.91999999999996
547428,327.24999999999994
547444,247.60000000000002
547485,366.02
547486,330.24000000000007
547487,0.0
547488,270.15
547489,99.15
547490,265.02
547491,133.49
547492,178.5
547493,1542.08
547494,207.79999999999998
547496,261.68
547497,776.23
547498,201.48000000000005
547500,524.8199999999999
547501,59.400000000000006
547503,77.3
547504,877.88
547505,0.0
547506,0.0
547507,259.84000000000003
547508,378.0
547509,310.8
547510,1251.48
547511,285.58000000000004
547512,584.5
547513,313.45
547514,396.87
547515,330.52
547516,385.79999999999995
547517,326.5
547518,1320.0
547519,320.0
547520,456.90000000000003
547521,197.04999999999998
547522,0.0
547523,0.0
547524,0.0
547525,0.0
547526,0.0
547527,0.0
547528,0.0
547529,0.0
547530,0.0
547531,0.0
547532,0.0
547533,0.0
547534,0.0
547535,163.3
547536,0.0
547537,249.5
547538,264.8
547539,193.60000000000002
547541,495.0
547546,291.84000000000003
547547,1254.42
547548,202.22000000000003
547549,283.03
547550,335.72
547551,501.09000000000003
547552,723.4599999999999
547553,36.4
547554,79.6
547555,307.91999999999996
547556,162.65000000000003
547557,0.0
547558,147.0
547559,0.0
547560,0.0
547561,358.9
547562,851.4
547563,227.32
547564,441.81
547565,333.00000000000006
547566,27.0
547567,442.46999999999997
547568,775.8499999999999
547569,556.9399999999999
547570,137.35
547571,432.3
547572,251.20999999999998
547573,157.16
547575,0.0
547576,95.76
547577,513.8400000000001
547578,485.89
547579,120.0
547580,713.9499999999998
547583,562.3199999999999
547593,0.0
547595,0.0
547596,0.0
547597,0.0
547598,0.0
547599,0.0
547606,0.0
547611,0.0
547618,0.0
547623,543.2199999999999
547626,0.0
547639,154.95
547644,418.17999999999995
547645,197.89999999999998
547646,0.0
547647,232.89999999999998
547648,37.5
547649,368.92
547650,459.30000000000007
547651,433.29
547652,236.07
547653,515.9
547654,73.77
547655,418.17999999999995
547656,217.56
547657,401.30000000000007
547658,357.53
547659,286.25
547662,150.34
547663,628.2800000000002
547664,273.98
547665,445.20000000000005
547666,850.31
547667,483.3
547668,131.41
547669,163.46000000000004
547670,380.39
547671,62.379999999999995
547672,264.23999999999995
547673,0.0
547674,187.2
547684,762.8899999999999
547685,74.7
547686,310.4
547687,356.3
547688,137.4
547689,166.75000000000003
547690,335.32000000000005
547691,364.84
547694,40.5
547695,176.38
547696,0.0
547697,409.57
547698,51.0
547699,0.0
547700,0.0
547701,0.0
547702,415.45
547703,1140.76
547704,0.0
547705,229.48999999999995
547706,2278.8
547707,585.0
547708,11343.199999999999
547709,279.73
547712,380.97999999999996
547713,157.7
547714,427.0
547715,246.54000000000002
547716,344.4099999999999
547717,17.4
547718,57.599999999999994
547719,307.5
547720,420.59999999999997
547721,256.78
547722,357.9100000000001
547723,15.85
547724,102.69999999999999
547726,465.84000000000003
547727,878.16
547728,146.88
547729,366.17999999999995
547730,349.51
547762,83.14
547772,231.76999999999998
547785,878.0200000000001
547786,180.06
547787,409.5
547788,2526.9799999999996
547789,750.37
547790,628.1500000000001
547792,9.9
547793,654.75
547794,207.21
547795,171.8
547796,1407.8600000000001
547799,708.66
547800,134.56
547801,554.18
547803,227.70000000000002
547804,6.8
547805,474.05000000000007
547809,185.1
547810,35.17
547811,194.91999999999996
547812,5513.32
547813,0.0
547814,295.0
547815,490.78000000000003
547816,25.25
547817,17.549999999999997
547818,76.2
547819,94.19000000000001
547820,141.72
547821,960.0
547822,1444.8
547825,155.65
547826,197.94
547827,0.0
547828,354.65999999999997
547829,410.53000000000003
547830,1513.46
547832,3962.06
547833,161.89000000000001
547834,633.6
547835,485.45
547837,266.54999999999995
547839,649.78
547840,324.70000000000005
547841,520.13
547842,343.03000000000003
547843,51.0
547844,388.9
547845,121.95
547846,194.05
547850,311.5699999999999
547860,549.6799999999998
547861,353.3
547862,190.5
547863,164.05
547864,115.26
547865,16.95
547866,197.89
547867,609.95
547870,173.76999999999998
547871,277.42999999999995
547872,177.24999999999997
547873,218.34
547874,215.7
547875,612.3799999999999
547876,254.00000000000003
547877,165.82999999999998
547878,131.3
547879,83.16000000000001
547880,251.55999999999997
547881,192.34
547882,538.9999999999999
547883,307.76
547884,665.28
547885,220.8
547886,329.44
547887,453.98
547888,587.9999999999999
547890,223.89999999999998
547891,302.21999999999997
547892,1136.3000000000002
547893,191.25
547894,277.8
547895,113.14
547896,246.61
547897,400.53999999999996
547898,374.7
547900,148.8
547901,219.76
547902,121.25
547903,407.09
547906,215.07
547907,88.19999999999999
547909,179.73000000000002
547910,458.86999999999995
547911,137.6
547912,174.79999999999998
547914,297.5
547916,0.0
547917,0.0
547918,1001.82
547919,135.09
547920,116.41
547921,628.66
547922,183.89999999999998
547923,82.55000000000001
547924,369.01
547925,602.8599999999999
547926,229.48000000000002
547927,0.0
547928,0.0
547929,0.0
547931,28.0
547932,0.0
547933,0.0
547934,257.20000000000005
547935,240.35
547936,56.050000000000004
547937,239.95999999999998
547938,433.90000000000003
547939,127.5
547940,460.22999999999996
547941,1267.5
547942,106.50000000000001
547943,0.0
547944,106.95
547945,206.13000000000002
547946,116.4
547947,2188.5
547948,0.0
547949,198.89999999999998
547950,0.0
547957,0.0
547959,0.0
547960,184.57000000000005
547962,330.51
547963,250.42000000000004
547964,1460.08
547965,63.42
547966,0.0
547967,1491.7200000000003
547969,250.76000000000002
547970,4.95
547971,119.55
547972,817.5
547985,413.7
547986,169.05
547987,444.52000000000004
547989,0.0
547990,263.58000000000004
547991,30.0
547993,523.1500000000001
547994,0.0
547995,0.0
547996,0.0
547997,0.0
547998,0.0
547999,0.0
548000,0.0
548001,0.0
548002,0.0
548003,289.25000000000006
